idVotacao;n_partidos;n_orientacoes_distintas;n_sim;n_nao;n_obs;n_lib;n_abst;n_null;unanime_sim;unanime_nao;divergencia_sim_nao;liberados_majoritarios
261463-71;3;1;0;2;0;0;0;1;False;False;False;False
262198-121;3;1;0;2;0;0;0;1;False;False;False;False
262198-72;3;1;0;2;0;0;0;1;False;False;False;False
262198-78;3;1;0;2;0;0;0;1;False;False;False;False
262198-98;3;1;2;0;0;0;0;1;False;False;False;False
262712-78;3;1;0;2;0;0;0;1;False;False;False;False
264293-117;2;1;1;0;0;0;0;1;False;False;False;False
264293-69;2;1;0;1;0;0;0;1;False;False;False;False
264293-78;2;1;0;1;0;0;0;1;False;False;False;False
264293-88;2;1;1;0;0;0;0;1;False;False;False;False
267841-185;3;1;1;0;0;0;0;2;False;False;False;False
267841-230;3;1;0;0;0;1;0;2;False;False;False;False
270010-197;2;1;2;0;0;0;0;0;False;False;False;False
270567-33;3;1;2;0;0;0;0;1;False;False;False;False
272146-35;3;1;0;2;0;0;0;1;False;False;False;False
272914-37;3;1;0;2;0;0;0;1;False;False;False;False
273823-7;3;1;3;0;0;0;0;0;False;False;False;False
274311-65;3;1;3;0;0;0;0;0;False;False;False;False
274765-186;8;1;3;0;0;0;0;5;False;False;False;False
275322-252;3;2;0;2;0;1;0;0;False;False;False;False
277133-117;3;1;0;2;0;0;0;1;False;False;False;False
277133-62;3;1;2;0;0;0;0;1;False;False;False;False
277133-92;3;1;0;2;0;0;0;1;False;False;False;False
279507-70;3;1;2;0;0;0;0;1;False;False;False;False
279543-44;3;1;0;2;0;0;0;1;False;False;False;False
282740-145;3;1;0;3;0;0;0;0;False;False;False;False
282740-42;3;1;0;2;0;0;0;1;False;False;False;False
282740-60;3;1;0;2;0;0;0;1;False;False;False;False
282740-61;3;1;0;2;0;0;0;1;False;False;False;False
282740-90;3;1;0;2;0;0;0;1;False;False;False;False
282740-97;3;1;0;2;0;0;0;1;False;False;False;False
28376-392;3;1;3;0;0;0;0;0;False;False;False;False
28376-68;3;1;3;0;0;0;0;0;False;False;False;False
284567-45;3;1;0;2;0;0;0;1;False;False;False;False
284567-58;3;1;0;2;0;0;0;1;False;False;False;False
284827-198;2;1;0;2;0;0;0;0;False;False;False;False
285867-88;3;1;3;0;0;0;0;0;False;False;False;False
286611-39;3;1;0;2;0;0;0;1;False;False;False;False
28692-138;6;0;0;0;0;0;0;6;False;False;False;False
289038-29;3;1;0;2;0;0;0;1;False;False;False;False
289038-37;3;1;2;0;0;0;0;1;False;False;False;False
289945-69;3;2;2;1;0;0;0;0;False;False;True;False
290450-52;2;1;0;0;0;2;0;0;False;False;False;False
290460-54;3;1;3;0;0;0;0;0;False;False;False;False
290460-77;3;1;3;0;0;0;0;0;False;False;False;False
290677-69;3;1;3;0;0;0;0;0;False;False;False;False
290677-77;3;1;3;0;0;0;0;0;False;False;False;False
292328-188;3;1;3;0;0;0;0;0;False;False;False;False
292328-204;3;2;1;0;0;2;0;0;False;False;False;False
292729-64;3;2;1;2;0;0;0;0;False;False;True;False
293027-111;2;1;2;0;0;0;0;0;False;False;False;False
293027-204;3;1;3;0;0;0;0;0;False;False;False;False
294427-54;3;1;3;0;0;0;0;0;False;False;False;False
294428-42;3;1;0;3;0;0;0;0;False;False;False;False
294429-133;3;1;3;0;0;0;0;0;False;False;False;False
294429-160;3;1;0;3;0;0;0;0;False;False;False;False
294429-179;3;1;0;3;0;0;0;0;False;False;False;False
294429-70;3;1;0;3;0;0;0;0;False;False;False;False
294429-95;3;1;0;3;0;0;0;0;False;False;False;False
294430-56;3;1;0;3;0;0;0;0;False;False;False;False
298221-71;3;1;3;0;0;0;0;0;False;False;False;False
301190-6;3;1;3;0;0;0;0;0;False;False;False;False
302638-290;3;1;0;2;0;0;0;1;False;False;False;False
302638-314;3;1;2;0;0;0;0;1;False;False;False;False
304008-173;3;2;1;1;0;0;0;1;False;False;True;False
307814-70;2;1;2;0;0;0;0;0;False;False;False;False
307814-85;2;1;2;0;0;0;0;0;False;False;False;False
307925-109;3;1;0;3;0;0;0;0;False;False;False;False
308633-29;3;1;3;0;0;0;0;0;False;False;False;False
310833-66;3;1;0;3;0;0;0;0;False;False;False;False
310833-87;3;1;0;3;0;0;0;0;False;False;False;False
311012-25;3;1;0;3;0;0;0;0;False;False;False;False
311025-33;3;1;0;3;0;0;0;0;False;False;False;False
311031-48;3;2;2;0;0;1;0;0;False;False;False;False
311031-76;3;1;0;3;0;0;0;0;False;False;False;False
311039-54;3;1;0;3;0;0;0;0;False;False;False;False
311039-65;3;1;3;0;0;0;0;0;False;False;False;False
313522-23;3;1;0;3;0;0;0;0;False;False;False;False
313951-147;2;1;0;2;0;0;0;0;False;False;False;False
313951-187;2;1;0;2;0;0;0;0;False;False;False;False
313951-205;2;2;0;1;0;1;0;0;False;False;False;False
313951-237;2;1;2;0;0;0;0;0;False;False;False;False
313951-248;2;1;0;2;0;0;0;0;False;False;False;False
313951-268;2;1;2;0;0;0;0;0;False;False;False;False
314558-32;3;1;0;3;0;0;0;0;False;False;False;False
314558-67;3;2;1;2;0;0;0;0;False;False;True;False
314559-59;3;1;3;0;0;0;0;0;False;False;False;False
316493-55;3;1;0;3;0;0;0;0;False;False;False;False
316493-77;3;2;1;2;0;0;0;0;False;False;True;False
319342-53;3;1;0;3;0;0;0;0;False;False;False;False
320786-45;3;1;3;0;0;0;0;0;False;False;False;False
32147-56;3;1;2;0;0;0;0;1;False;False;False;False
325847-119;3;1;2;0;0;0;0;1;False;False;False;False
325847-63;3;1;3;0;0;0;0;0;False;False;False;False
327896-22;2;0;0;0;0;0;0;2;False;False;False;False
328072-6;3;1;0;3;0;0;0;0;False;False;False;False
330427-122;2;1;0;2;0;0;0;0;False;False;False;False
330427-143;2;1;0;2;0;0;0;0;False;False;False;False
330427-242;2;1;2;0;0;0;0;0;False;False;False;False
330427-309;2;1;2;0;0;0;0;0;False;False;False;False
330427-311;2;1;2;0;0;0;0;0;False;False;False;False
330427-313;2;1;2;0;0;0;0;0;False;False;False;False
330427-318;2;1;2;0;0;0;0;0;False;False;False;False
332482-60;3;1;0;3;0;0;0;0;False;False;False;False
334677-30;3;1;3;0;0;0;0;0;False;False;False;False
335039-55;3;1;3;0;0;0;0;0;False;False;False;False
335178-67;2;0;0;0;0;0;0;2;False;False;False;False
335937-47;2;0;0;0;0;0;0;2;False;False;False;False
338066-34;2;0;0;0;0;0;0;2;False;False;False;False
339287-77;3;1;1;0;0;0;0;2;False;False;False;False
339287-98;3;1;1;0;0;0;0;2;False;False;False;False
339302-57;2;2;1;1;0;0;0;0;False;False;True;False
339407-302;3;1;0;0;0;1;0;2;False;False;False;False
339551-46;2;1;1;0;0;0;0;1;False;False;False;False
339551-65;2;1;0;1;0;0;0;1;False;False;False;False
339552-29;2;0;0;0;0;0;0;2;False;False;False;False
339630-35;2;0;0;0;0;0;0;2;False;False;False;False
339689-104;2;1;0;1;0;0;0;1;False;False;False;False
339689-114;2;1;0;1;0;0;0;1;False;False;False;False
339689-186;2;1;1;0;0;0;0;1;False;False;False;False
339689-196;2;1;0;1;0;0;0;1;False;False;False;False
339689-67;2;1;1;0;0;0;0;1;False;False;False;False
339689-82;2;1;0;1;0;0;0;1;False;False;False;False
339689-88;2;1;0;1;0;0;0;1;False;False;False;False
339696-112;2;1;0;1;0;0;0;1;False;False;False;False
339696-121;2;1;0;1;0;0;0;1;False;False;False;False
339696-91;2;1;1;0;0;0;0;1;False;False;False;False
339705-102;2;1;0;1;0;0;0;1;False;False;False;False
339705-120;2;1;0;0;0;1;0;1;False;False;False;False
339705-147;2;1;0;1;0;0;0;1;False;False;False;False
339705-95;2;1;0;1;0;0;0;1;False;False;False;False
339823-36;2;0;0;0;0;0;0;2;False;False;False;False
339823-56;2;0;0;0;0;0;0;2;False;False;False;False
339846-80;2;1;0;1;0;0;0;1;False;False;False;False
339847-104;2;1;0;1;0;0;0;1;False;False;False;False
339847-110;2;1;0;1;0;0;0;1;False;False;False;False
339847-121;2;1;0;1;0;0;0;1;False;False;False;False
339847-86;2;1;0;1;0;0;0;1;False;False;False;False
339848-105;2;1;0;1;0;0;0;1;False;False;False;False
339850-113;2;1;0;1;0;0;0;1;False;False;False;False
339850-186;2;1;1;0;0;0;0;1;False;False;False;False
339850-92;2;1;1;0;0;0;0;1;False;False;False;False
339851-114;2;1;0;1;0;0;0;1;False;False;False;False
339853-79;2;1;1;0;0;0;0;1;False;False;False;False
339854-37;2;0;0;0;0;0;0;2;False;False;False;False
339977-66;2;2;1;0;1;0;0;0;False;False;False;False
340034-159;2;1;2;0;0;0;0;0;False;False;False;False
343930-201;3;2;2;1;0;0;0;0;False;False;True;False
344056-55;2;1;0;1;0;0;0;1;False;False;False;False
344468-77;2;1;1;0;0;0;0;1;False;False;False;False
344866-173;3;1;1;0;0;0;0;2;False;False;False;False
344866-190;3;1;0;1;0;0;0;2;False;False;False;False
344866-192;3;1;1;0;0;0;0;2;False;False;False;False
344866-198;3;1;1;0;0;0;0;2;False;False;False;False
344866-249;3;1;1;0;0;0;0;2;False;False;False;False
344866-251;3;1;0;1;0;0;0;2;False;False;False;False
345069-114;2;1;0;2;0;0;0;0;False;False;False;False
345069-119;2;1;0;2;0;0;0;0;False;False;False;False
345069-121;2;1;0;2;0;0;0;0;False;False;False;False
345070-79;2;1;0;1;0;0;0;1;False;False;False;False
345311-160;8;1;0;4;0;0;0;4;False;False;False;False
345311-168;8;1;0;2;0;0;0;6;False;False;False;False
345311-175;8;1;3;0;0;0;0;5;False;False;False;False
345311-179;8;1;3;0;0;0;0;5;False;False;False;False
345311-183;8;1;0;3;0;0;0;5;False;False;False;False
345311-195;8;1;2;0;0;0;0;6;False;False;False;False
345311-199;7;1;2;0;0;0;0;5;False;False;False;False
345311-211;8;1;2;0;0;0;0;6;False;False;False;False
345311-215;8;1;2;0;0;0;0;6;False;False;False;False
345311-248;7;1;0;1;0;0;0;6;False;False;False;False
345311-257;7;1;1;0;0;0;0;6;False;False;False;False
345311-270;7;1;1;0;0;0;0;6;False;False;False;False
345311-276;7;1;1;0;0;0;0;6;False;False;False;False
345311-279;7;1;1;0;0;0;0;6;False;False;False;False
345552-78;2;1;0;2;0;0;0;0;False;False;False;False
345552-88;2;1;2;0;0;0;0;0;False;False;False;False
345552-93;2;2;1;1;0;0;0;0;False;False;True;False
346155-112;5;2;3;1;0;0;0;1;False;False;True;False
346155-136;1;1;1;0;0;0;0;0;False;False;False;False
346697-65;2;1;1;0;0;0;0;1;False;False;False;False
346782-62;2;1;1;0;0;0;0;1;False;False;False;False
347421-181;7;1;1;0;0;0;0;6;False;False;False;False
347421-188;7;1;0;1;0;0;0;6;False;False;False;False
347421-192;7;1;0;1;0;0;0;6;False;False;False;False
347421-198;7;1;1;0;0;0;0;6;False;False;False;False
347421-200;7;1;0;1;0;0;0;6;False;False;False;False
347421-202;7;1;0;1;0;0;0;6;False;False;False;False
347421-205;7;1;0;1;0;0;0;6;False;False;False;False
347421-221;7;1;0;1;0;0;0;6;False;False;False;False
347421-224;7;1;0;1;0;0;0;6;False;False;False;False
347832-48;2;1;0;0;0;1;0;1;False;False;False;False
348693-57;2;1;2;0;0;0;0;0;False;False;False;False
348711-50;2;1;2;0;0;0;0;0;False;False;False;False
348730-77;3;1;1;0;0;0;0;2;False;False;False;False
349771-61;2;1;2;0;0;0;0;0;False;False;False;False
350108-117;2;1;2;0;0;0;0;0;False;False;False;False
350464-54;2;1;0;2;0;0;0;0;False;False;False;False
350464-72;2;1;0;2;0;0;0;0;False;False;False;False
350571-30;2;1;0;1;0;0;0;1;False;False;False;False
350808-76;2;1;2;0;0;0;0;0;False;False;False;False
351362-117;3;1;1;0;0;0;0;2;False;False;False;False
352580-39;2;1;0;2;0;0;0;0;False;False;False;False
352776-50;2;1;2;0;0;0;0;0;False;False;False;False
353741-192;2;1;2;0;0;0;0;0;False;False;False;False
353776-4;2;1;1;0;0;0;0;1;False;False;False;False
354034-47;2;1;0;2;0;0;0;0;False;False;False;False
355920-104;2;1;2;0;0;0;0;0;False;False;False;False
356032-50;2;1;0;2;0;0;0;0;False;False;False;False
356194-157;4;1;0;1;0;0;0;3;False;False;False;False
356194-158;4;1;1;0;0;0;0;3;False;False;False;False
356695-67;2;1;0;2;0;0;0;0;False;False;False;False
356805-49;2;1;0;2;0;0;0;0;False;False;False;False
357094-124;3;1;0;0;0;2;0;1;False;False;False;False
358126-146;8;1;0;3;0;0;0;5;False;False;False;False
358878-110;2;1;2;0;0;0;0;0;False;False;False;False
36162-204;3;1;3;0;0;0;0;0;False;False;False;False
36162-83;3;1;2;0;0;0;0;1;False;False;False;False
363391-101;2;1;2;0;0;0;0;0;False;False;False;False
363391-64;2;1;0;2;0;0;0;0;False;False;False;False
363391-81;2;1;0;2;0;0;0;0;False;False;False;False
363568-127;2;1;0;2;0;0;0;0;False;False;False;False
364186-139;2;1;0;2;0;0;0;0;False;False;False;False
364186-74;2;1;0;2;0;0;0;0;False;False;False;False
364186-86;2;1;2;0;0;0;0;0;False;False;False;False
364579-61;2;1;2;0;0;0;0;0;False;False;False;False
365555-120;2;1;0;2;0;0;0;0;False;False;False;False
366046-100;5;1;3;0;0;0;0;2;False;False;False;False
366046-102;5;1;0;4;0;0;0;1;False;False;False;False
366046-95;7;2;1;1;0;0;0;5;False;False;True;False
366816-167;2;1;2;0;0;0;0;0;False;False;False;False
366851-147;3;2;1;0;0;1;0;1;False;False;False;False
366851-186;3;1;0;1;0;0;0;2;False;False;False;False
366851-189;3;1;0;2;0;0;0;1;False;False;False;False
366851-196;3;2;0;1;0;1;0;1;False;False;False;False
368083-56;2;1;0;2;0;0;0;0;False;False;False;False
368083-72;2;1;2;0;0;0;0;0;False;False;False;False
368084-49;2;1;2;0;0;0;0;0;False;False;False;False
368170-49;2;1;2;0;0;0;0;0;False;False;False;False
368679-64;2;1;0;2;0;0;0;0;False;False;False;False
368679-81;2;2;1;0;0;1;0;0;False;False;False;False
369841-45;2;1;2;0;0;0;0;0;False;False;False;False
370193-6;2;1;2;0;0;0;0;0;False;False;False;False
371091-7;2;1;2;0;0;0;0;0;False;False;False;False
371547-84;2;1;2;0;0;0;0;0;False;False;False;False
371789-105;2;2;1;0;1;0;0;0;False;False;False;False
371789-147;2;1;0;2;0;0;0;0;False;False;False;False
371789-93;2;2;0;1;1;0;0;0;False;False;False;False
372150-100;2;1;2;0;0;0;0;0;False;False;False;False
373327-262;3;1;1;0;0;0;0;2;False;False;False;False
373327-312;3;1;1;0;0;0;0;2;False;False;False;False
373327-331;3;1;0;1;0;0;0;2;False;False;False;False
373327-337;3;1;0;1;0;0;0;2;False;False;False;False
373327-398;3;1;1;0;0;0;0;2;False;False;False;False
373907-63;2;1;2;0;0;0;0;0;False;False;False;False
374302-82;2;1;2;0;0;0;0;0;False;False;False;False
377011-285;3;1;3;0;0;0;0;0;False;False;False;False
377706-66;2;1;2;0;0;0;0;0;False;False;False;False
377965-69;2;1;0;2;0;0;0;0;False;False;False;False
377965-86;2;1;2;0;0;0;0;0;False;False;False;False
378478-161;2;1;0;2;0;0;0;0;False;False;False;False
378478-172;2;1;2;0;0;0;0;0;False;False;False;False
378478-213;2;2;0;1;1;0;0;0;False;False;False;False
378478-223;2;1;2;0;0;0;0;0;False;False;False;False
378478-242;2;1;0;2;0;0;0;0;False;False;False;False
378478-308;2;1;0;2;0;0;0;0;False;False;False;False
378478-317;2;1;2;0;0;0;0;0;False;False;False;False
380508-55;2;1;0;2;0;0;0;0;False;False;False;False
382081-100;2;1;2;0;0;0;0;0;False;False;False;False
382081-106;2;1;0;2;0;0;0;0;False;False;False;False
382081-60;2;1;0;2;0;0;0;0;False;False;False;False
382081-77;2;1;0;2;0;0;0;0;False;False;False;False
382665-65;2;1;2;0;0;0;0;0;False;False;False;False
382667-61;2;1;2;0;0;0;0;0;False;False;False;False
382680-56;2;1;0;2;0;0;0;0;False;False;False;False
382680-63;2;1;2;0;0;0;0;0;False;False;False;False
382681-107;2;1;0;2;0;0;0;0;False;False;False;False
382688-119;2;1;2;0;0;0;0;0;False;False;False;False
382688-99;2;2;1;1;0;0;0;0;False;False;True;False
382708-110;2;1;0;0;0;2;0;0;False;False;False;False
382708-93;2;1;0;2;0;0;0;0;False;False;False;False
383657-93;2;1;0;2;0;0;0;0;False;False;False;False
384554-74;2;1;2;0;0;0;0;0;False;False;False;False
384772-5;2;1;2;0;0;0;0;0;False;False;False;False
388308-65;2;1;2;0;0;0;0;0;False;False;False;False
388449-106;3;1;1;0;0;0;0;2;False;False;False;False
391163-36;2;1;0;2;0;0;0;0;False;False;False;False
391163-52;2;1;2;0;0;0;0;0;False;False;False;False
391163-64;2;1;0;2;0;0;0;0;False;False;False;False
391163-75;2;1;0;2;0;0;0;0;False;False;False;False
391163-86;2;1;2;0;0;0;0;0;False;False;False;False
392908-35;2;1;2;0;0;0;0;0;False;False;False;False
392908-60;2;1;0;2;0;0;0;0;False;False;False;False
392908-82;2;1;0;2;0;0;0;0;False;False;False;False
394079-102;2;1;0;2;0;0;0;0;False;False;False;False
394079-127;2;1;0;2;0;0;0;0;False;False;False;False
394079-140;2;1;0;2;0;0;0;0;False;False;False;False
394079-150;2;1;2;0;0;0;0;0;False;False;False;False
394079-156;2;1;2;0;0;0;0;0;False;False;False;False
394079-192;2;1;0;2;0;0;0;0;False;False;False;False
394079-195;2;1;2;0;0;0;0;0;False;False;False;False
394079-55;2;1;0;2;0;0;0;0;False;False;False;False
394079-73;2;1;2;0;0;0;0;0;False;False;False;False
394079-80;2;1;0;2;0;0;0;0;False;False;False;False
394100-47;2;1;0;2;0;0;0;0;False;False;False;False
394947-104;2;1;0;2;0;0;0;0;False;False;False;False
394947-110;2;1;0;2;0;0;0;0;False;False;False;False
394947-81;2;1;0;2;0;0;0;0;False;False;False;False
396987-124;2;2;1;0;0;1;0;0;False;False;False;False
396987-131;2;1;2;0;0;0;0;0;False;False;False;False
396987-95;2;1;0;2;0;0;0;0;False;False;False;False
398628-60;2;1;0;2;0;0;0;0;False;False;False;False
401376-366;3;1;2;0;0;0;0;1;False;False;False;False
401376-383;3;1;2;0;0;0;0;1;False;False;False;False
402373-55;2;1;0;2;0;0;0;0;False;False;False;False
402378-65;2;1;0;2;0;0;0;0;False;False;False;False
402378-77;2;1;0;2;0;0;0;0;False;False;False;False
402378-97;2;2;0;1;1;0;0;0;False;False;False;False
403395-126;2;1;0;2;0;0;0;0;False;False;False;False
403395-164;2;1;2;0;0;0;0;0;False;False;False;False
403395-85;2;1;0;2;0;0;0;0;False;False;False;False
403395-93;2;1;0;2;0;0;0;0;False;False;False;False
403508-104;2;1;2;0;0;0;0;0;False;False;False;False
403508-95;2;1;2;0;0;0;0;0;False;False;False;False
403997-6;2;1;1;0;0;0;0;1;False;False;False;False
406183-14;2;1;1;0;0;0;0;1;False;False;False;False
408452-117;2;1;0;2;0;0;0;0;False;False;False;False
412728-125;3;1;1;0;0;0;0;2;False;False;False;False
412728-75;3;1;0;1;0;0;0;2;False;False;False;False
412854-79;3;1;3;0;0;0;0;0;False;False;False;False
412854-83;3;2;2;1;0;0;0;0;False;False;True;False
412854-86;3;2;0;2;0;1;0;0;False;False;False;False
412854-89;3;1;0;3;0;0;0;0;False;False;False;False
412854-92;3;1;0;3;0;0;0;0;False;False;False;False
412854-95;3;1;0;3;0;0;0;0;False;False;False;False
413095-63;2;1;2;0;0;0;0;0;False;False;False;False
413095-70;2;1;2;0;0;0;0;0;False;False;False;False
415049-51;2;2;0;1;1;0;0;0;False;False;False;False
415049-66;2;1;0;2;0;0;0;0;False;False;False;False
416057-86;2;1;0;1;0;0;0;1;False;False;False;False
416057-90;2;1;1;0;0;0;0;1;False;False;False;False
416057-93;2;1;1;0;0;0;0;1;False;False;False;False
416531-9;2;1;0;1;0;0;0;1;False;False;False;False
419290-65;2;1;0;1;0;0;0;1;False;False;False;False
419290-71;2;1;0;1;0;0;0;1;False;False;False;False
419290-80;2;1;0;1;0;0;0;1;False;False;False;False
420066-66;2;1;0;1;0;0;0;1;False;False;False;False
420746-108;2;1;0;2;0;0;0;0;False;False;False;False
420746-123;2;1;0;2;0;0;0;0;False;False;False;False
420746-129;2;1;2;0;0;0;0;0;False;False;False;False
420746-62;2;1;0;1;0;0;0;1;False;False;False;False
420746-81;2;1;1;0;0;0;0;1;False;False;False;False
421658-7;2;1;2;0;0;0;0;0;False;False;False;False
422455-79;2;1;2;0;0;0;0;0;False;False;False;False
422455-92;2;1;2;0;0;0;0;0;False;False;False;False
422643-94;2;1;0;2;0;0;0;0;False;False;False;False
422683-100;2;1;0;2;0;0;0;0;False;False;False;False
422684-88;2;1;0;2;0;0;0;0;False;False;False;False
423427-100;2;1;2;0;0;0;0;0;False;False;False;False
423427-110;2;1;0;2;0;0;0;0;False;False;False;False
423427-147;2;1;2;0;0;0;0;0;False;False;False;False
423427-82;2;1;0;2;0;0;0;0;False;False;False;False
423428-126;2;1;2;0;0;0;0;0;False;False;False;False
423428-129;2;1;2;0;0;0;0;0;False;False;False;False
423428-137;2;1;0;2;0;0;0;0;False;False;False;False
423428-142;2;1;2;0;0;0;0;0;False;False;False;False
423428-91;2;1;0;2;0;0;0;0;False;False;False;False
423580-6;2;1;1;0;0;0;0;1;False;False;False;False
423585-62;2;1;2;0;0;0;0;0;False;False;False;False
428043-85;2;1;2;0;0;0;0;0;False;False;False;False
428250-112;2;1;0;2;0;0;0;0;False;False;False;False
428250-125;2;1;2;0;0;0;0;0;False;False;False;False
428250-200;2;1;2;0;0;0;0;0;False;False;False;False
428250-93;2;1;2;0;0;0;0;0;False;False;False;False
429836-64;2;1;2;0;0;0;0;0;False;False;False;False
430472-108;2;1;2;0;0;0;0;0;False;False;False;False
430472-85;2;1;2;0;0;0;0;0;False;False;False;False
431536-5;2;1;2;0;0;0;0;0;False;False;False;False
434563-110;2;1;2;0;0;0;0;0;False;False;False;False
434563-185;2;2;1;0;0;1;0;0;False;False;False;False
434563-74;2;2;1;1;0;0;0;0;False;False;True;False
434563-87;2;1;2;0;0;0;0;0;False;False;False;False
434938-122;2;1;2;0;0;0;0;0;False;False;False;False
434938-133;2;1;2;0;0;0;0;0;False;False;False;False
43617-209;3;1;2;0;0;0;0;1;False;False;False;False
436198-9;2;2;1;1;0;0;0;0;False;False;True;False
436536-87;3;1;2;0;0;0;0;1;False;False;False;False
437378-16;2;1;2;0;0;0;0;0;False;False;False;False
438197-76;2;2;0;1;1;0;0;0;False;False;False;False
438409-126;2;1;0;2;0;0;0;0;False;False;False;False
438409-137;2;1;2;0;0;0;0;0;False;False;False;False
438409-157;2;1;2;0;0;0;0;0;False;False;False;False
438409-164;2;1;0;2;0;0;0;0;False;False;False;False
438409-203;2;1;0;2;0;0;0;0;False;False;False;False
438942-12;2;1;2;0;0;0;0;0;False;False;False;False
439736-22;2;1;2;0;0;0;0;0;False;False;False;False
440177-118;2;1;0;0;0;2;0;0;False;False;False;False
440177-163;2;1;2;0;0;0;0;0;False;False;False;False
440177-43;2;1;0;2;0;0;0;0;False;False;False;False
440177-53;2;1;0;2;0;0;0;0;False;False;False;False
440177-65;2;1;2;0;0;0;0;0;False;False;False;False
440274-5;2;1;2;0;0;0;0;0;False;False;False;False
441341-10;2;1;2;0;0;0;0;0;False;False;False;False
441673-111;2;1;2;0;0;0;0;0;False;False;False;False
441673-92;2;1;2;0;0;0;0;0;False;False;False;False
443158-105;2;1;0;2;0;0;0;0;False;False;False;False
443158-140;2;1;0;2;0;0;0;0;False;False;False;False
443158-147;2;1;0;2;0;0;0;0;False;False;False;False
443158-158;2;1;2;0;0;0;0;0;False;False;False;False
443158-205;2;1;2;0;0;0;0;0;False;False;False;False
443158-92;2;1;0;2;0;0;0;0;False;False;False;False
443247-5;2;1;2;0;0;0;0;0;False;False;False;False
445427-89;2;2;1;0;0;1;0;0;False;False;False;False
447734-66;2;1;2;0;0;0;0;0;False;False;False;False
447935-106;2;1;0;2;0;0;0;0;False;False;False;False
447935-121;2;1;2;0;0;0;0;0;False;False;False;False
447935-142;2;1;2;0;0;0;0;0;False;False;False;False
447935-79;2;1;0;1;0;0;0;1;False;False;False;False
447935-83;2;1;0;2;0;0;0;0;False;False;False;False
447936-162;2;1;2;0;0;0;0;0;False;False;False;False
447937-133;2;1;0;2;0;0;0;0;False;False;False;False
447937-136;2;1;0;2;0;0;0;0;False;False;False;False
453801-40;2;1;0;1;0;0;0;1;False;False;False;False
453801-55;2;1;0;2;0;0;0;0;False;False;False;False
453801-69;2;1;0;2;0;0;0;0;False;False;False;False
453801-81;2;1;0;2;0;0;0;0;False;False;False;False
453801-89;2;1;0;2;0;0;0;0;False;False;False;False
454911-100;2;1;0;2;0;0;0;0;False;False;False;False
454911-118;2;1;2;0;0;0;0;0;False;False;False;False
454911-132;2;1;0;2;0;0;0;0;False;False;False;False
454911-145;2;1;0;2;0;0;0;0;False;False;False;False
454911-32;2;1;0;1;0;0;0;1;False;False;False;False
454911-70;2;1;0;2;0;0;0;0;False;False;False;False
454911-86;2;1;0;2;0;0;0;0;False;False;False;False
458748-9;2;1;2;0;0;0;0;0;False;False;False;False
458749-9;2;1;2;0;0;0;0;0;False;False;False;False
46249-233;4;1;0;4;0;0;0;0;False;False;False;False
46249-294;8;1;0;6;0;0;0;2;False;True;False;False
46249-297;8;1;6;0;0;0;0;2;True;False;False;False
46249-305;8;1;6;0;0;0;0;2;True;False;False;False
46249-312;8;1;6;0;0;0;0;2;True;False;False;False
46249-313;8;1;6;0;0;0;0;2;True;False;False;False
46249-316;8;1;0;6;0;0;0;2;False;True;False;False
46249-319;8;1;6;0;0;0;0;2;True;False;False;False
46249-325;8;1;0;6;0;0;0;2;False;True;False;False
463155-291;3;1;1;0;0;0;0;2;False;False;False;False
463155-332;3;1;0;1;0;0;0;2;False;False;False;False
463155-334;3;1;0;0;0;1;0;2;False;False;False;False
463155-339;3;1;1;0;0;0;0;2;False;False;False;False
463155-361;3;1;0;0;0;1;0;2;False;False;False;False
463268-65;3;1;2;0;0;0;0;1;False;False;False;False
463268-73;3;1;2;0;0;0;0;1;False;False;False;False
463287-47;2;1;2;0;0;0;0;0;False;False;False;False
463451-87;2;1;2;0;0;0;0;0;False;False;False;False
464520-129;2;1;0;2;0;0;0;0;False;False;False;False
464520-147;2;1;0;2;0;0;0;0;False;False;False;False
465329-108;2;2;1;1;0;0;0;0;False;False;True;False
465329-74;2;2;1;1;0;0;0;0;False;False;True;False
465329-98;2;1;0;2;0;0;0;0;False;False;False;False
465331-92;2;1;0;2;0;0;0;0;False;False;False;False
465333-71;2;1;2;0;0;0;0;0;False;False;False;False
467514-6;2;1;2;0;0;0;0;0;False;False;False;False
469956-4;2;1;2;0;0;0;0;0;False;False;False;False
471208-8;2;1;2;0;0;0;0;0;False;False;False;False
473496-72;3;1;3;0;0;0;0;0;False;False;False;False
473496-83;3;1;3;0;0;0;0;0;False;False;False;False
474361-64;2;1;0;2;0;0;0;0;False;False;False;False
474361-85;2;1;0;2;0;0;0;0;False;False;False;False
476031-112;2;1;1;0;0;0;0;1;False;False;False;False
476031-81;2;1;0;1;0;0;0;1;False;False;False;False
479328-65;3;1;3;0;0;0;0;0;False;False;False;False
482426-43;2;1;2;0;0;0;0;0;False;False;False;False
483906-115;3;1;2;0;0;0;0;1;False;False;False;False
483907-53;2;1;2;0;0;0;0;0;False;False;False;False
483907-59;2;1;2;0;0;0;0;0;False;False;False;False
483948-50;2;1;2;0;0;0;0;0;False;False;False;False
484191-156;2;1;1;0;0;0;0;1;False;False;False;False
484645-103;5;1;0;3;0;0;0;2;False;False;False;False
484645-119;5;1;2;0;0;0;0;3;False;False;False;False
484645-141;8;1;0;4;0;0;0;4;False;False;False;False
